SITE_ID,DEPTHMAX,2007 catchment data.PCT_BARREN_BSN,2007 catchment data.PCT_DEVELOPED_BSN,2007 catchment data.PCT_FOREST_BSN,2007 catchment data.PCT_SHRUBLAND_BSN,2007 catchment data.PCT_GRASS_BSN,catchment_Forestall,2007 catchment data.PCT_AGRIC_BSN,2007 catchment data.PCT_WETLAND_BSN,2007 buffer data.PCT_DEVELOPED_BUFR,2007 buffer data.PCT_BARREN_BUFR,2007 buffer data.PCT_FOREST_BUFR,2007 buffer data.PCT_SHRUBLAND_BUFR,2007 buffer data.PCT_GRASS_BUFR,buffer_forest_all,2007 buffer data.PCT_AGRIC_BUFR,2007 buffer data.PCT_WETLAND_BUFR,NUT_REG,Residence time,Catchment Area (km2),Lake Area (Km2),Relative Catchment Size,LON_DD,LAT_DD,ELEV_PT,Table1.CL_PPM
NLA06608-1958,43.8,0.7,0,80.7,17.4,0.2,98.3,0,0,0,1.1,38.6,6.9,2.8,48.3,0,0,II,0.27,853.8072188,10.62111112,80.38774938,-122.4216059,43.66297627,471.43,0.846
NLA06608-1959,1.4,0,4.3,0.4,0.1,13.3,13.8,70.8,6.6,1.8,0,0.3,0,2.6,2.9,8.6,25,VI,0.24,13523.19588,21.55092669,627.4995073,-98.27345753,45.74264146,392,34.757
NLA06608-1960,5.1,0,4.8,14.7,0,43.5,58.2,34.7,0.1,2.7,0,7.1,0,6.8,13.9,3.8,0,IX,0.12,1311.197429,11.46982749,114.3171011,-95.95265017,36.89068214,212.12,5.634
NLA06608-1968,1.8,0,0.5,0.1,18.3,67,85.4,9.5,3.2,0,0,0.5,10.2,35.1,45.8,0.4,3.4,V,0.52,74.95159775,0.877673097,85.39808045,-108.1899505,48.13399568,768.42,13.616
NLA06608-1975,32,0.1,10,3.2,0.4,9.6,13.2,54,4.7,15.3,0,6.1,0.2,2.2,8.5,1.1,1.5,VI,7.57,360.4018082,23.59151035,15.27675858,-95.12645329,43.34114476,425.51,20.905
NLA06608-1985,48.8,0.1,1,76.2,18.1,1.1,95.4,0.9,1,2.8,0,13.9,3.2,0.4,17.5,0,1.5,II,0.53,9584.043472,124.898239,76.73481667,-116.7986927,47.44868765,647.7,0.651
NLA06608-1989,11.3,0,0.9,0.9,94.3,0.5,95.7,2,0.3,1.1,0,0,61.7,3.3,65,0,6.3,III,0.31,167.7234176,3.93036586,42.67374173,-114.8909997,42.20289954,1593,1.886
NLA06608-1992,4,0.4,3.6,5.7,1.6,0,7.3,86.2,0.7,0,0,3.5,5.1,0,8.6,78.6,2.2,IX,0.16,2.573721827,0.0486993,52.84925711,-96.06121126,32.45275022,115.81,2.461
NLA06608-1998,7,0,0.5,42.1,0,1.4,43.5,0,19.6,1,0,40.7,0,1.3,42,0,12.6,VIII,0.95,1.747253781,0.525907937,3.322356744,-88.11725533,46.60064001,525.63,0.31
NLA06608-2005,2.6,0,0,0,99.2,0.1,99.3,0,0,0,0,0,62.8,0,62.8,0,0,III,0.3,77.29091942,0.566404114,136.4589654,-116.1124743,42.29737384,1651,4.902
NLA06608-2007,2.2,0,3.1,2.9,0,56.8,59.7,0,5.6,1.6,0,3.5,0,51.9,55.4,0,4.9,VI,0.55,1.685758239,0.541151203,3.115133496,-97.32017864,45.75699008,583.97,3.218
NLA06608-2010,4.6,0,4.8,44.7,18.7,1,64.4,14,11.3,3.3,0,39.7,10.1,4.2,54,0,13.1,IX,0.54,5.012338326,0.307481443,16.30127099,-89.30335606,31.19633242,55.3,4.431
NLA06608-2027,5,0.1,0,16.6,80.3,2.4,99.3,0,0.5,0,1.7,4.2,73.3,18.4,95.9,0,0.8,II,0.28,6.766688312,0.150139492,45.06934333,-105.6303731,42.23979744,2339.29,0.751
NLA06608-2036,5.8,0,5.4,5.4,0,0,5.4,0,54.1,3.2,0,1.4,0,0,1.4,5.3,62.3,VI,1.31,0.260648583,0.06618376,3.938255895,-93.5509726,41.43839158,238.24,13.794
NLA06608-2037,2,0.2,0,0,73.2,0,73.2,0,18.7,0,0.1,0,54.7,0,54.7,0,30.2,III,0.69,3.643819625,0.297043234,12.26696726,-118.6723206,39.58892136,1189.99,33.686
NLA06608-2039,1.5,0,4.6,0.1,0,5.2,5.3,75.5,2.8,5.5,0,0,0,18.2,18.2,23,5.7,VI,0.6,7.602063181,0.834518289,9.109522561,-94.8984756,43.10411616,425.32,17.49
NLA06608-2049,26,0,1.3,79.8,12.9,0.5,93.2,0.1,0.7,9.6,0,41.1,1.9,0.7,43.7,0,1.3,II,3.2,116.7839061,0.820171474,142.3896219,-115.0345388,48.02025253,1015,1.121
NLA06608-2056,6.4,0,3.6,4.5,0.3,0.6,5.4,88.1,0.2,2.2,0,24.8,0,3.8,28.6,30.3,3.4,VI,0.92,45.93046383,0.932824878,49.23803483,-93.92037248,41.46950026,278.75,10.275
NLA06608-2072,2.9,0,5.7,3.2,2.3,0,5.5,81.1,5.3,4.3,0,15,2.1,0,17.1,53.7,12.3,IX,0.21,0.987086383,0.043806625,22.53281057,-95.80076799,32.25404093,153.21,6.757
NLA06608-2074,3.5,0.2,6.9,43.8,0.2,7.4,51.4,25.4,15,2.3,0,26.4,0,0.8,27.2,0.4,15.8,XII,0.18,4450.079461,33.60424496,132.4261106,-84.54449705,30.43252366,20.82,10.083
NLA06608-2076,11.6,0,3,95.5,0.2,0.5,96.2,0.1,0,9.6,0,60.2,0,0,60.2,0,0.9,IX,0.54,44.04446039,0.351052489,125.4640311,-93.42662016,35.15138649,156.34,1.354
NLA06608-2078,5,0,5,68.2,0.8,2.6,71.6,0,18.3,1.1,0,45.6,0,0,45.6,0,19.9,VIII,1.72,9.822294596,0.433896265,22.63742601,-88.08997243,46.25503439,437.7,0.358
NLA06608-2082,21.8,0.1,2.5,55.2,28.4,11.6,95.2,0.5,0,5.9,0,1.8,21.2,18.1,41.1,1.3,0,II,0.38,165.42544,2.564942382,64.49479768,-122.6008217,42.15139597,684.22,2.532
NLA06608-2086,5.3,0,3.2,82.1,0,0,82.1,1.2,0,1.6,0,65.2,0,0,65.2,0,0,VIII,0.28,1.1934,0.125477778,9.510847411,-71.95362413,44.76204445,594.9,0.467
NLA06608-2087,4,0,6.6,0,0,64.4,64.4,7.5,0.6,6.2,0,0,0,40.1,40.1,0,0,VI,2.13,2.537576752,0.245341798,10.34302664,-97.41707065,45.55715378,556.59,14.403
NLA06608-2091,13.7,0.6,8.6,59.7,4.6,4.3,68.6,17.3,2.9,3,0.1,20.9,4.6,0,25.5,14.6,20.4,IX,0.16,42006.26222,53.25718765,788.7435307,-86.4904329,32.35269226,38.12,7.524
NLA06608-2092,2.5,0,4.4,19.4,2.7,0,22.1,44.6,16.2,9.1,0,14.3,0.4,0,14.7,32.4,18.9,X,0.4,4.025262195,0.501152878,8.032004547,-91.70157522,32.71215655,26.76,3.243
NLA06608-2094,3.7,0,7.8,3.7,11.5,3.1,18.3,67.5,2.8,11.4,0,14.2,0,1.4,15.6,60.6,5,IX,0.13,0.651505355,0.063414236,10.27380279,-97.08741125,29.09294251,67.94,0.892
NLA06608-2095,12.5,0.4,0.4,13.6,71.4,12.6,97.6,0.1,1.2,0,0,0,55.1,21.3,76.4,0.2,9.8,III,1.67,1016.361434,8.682137808,117.0634994,-109.4410083,42.2494978,2059.87,0.958
NLA06608-2103,2.4,0,2.6,0,0,46.4,46.4,42.3,1.3,4.4,0,0,0,21.6,21.6,0.4,0.4,V,1.19,67.97489689,1.821478425,37.3185298,-99.90500153,44.8372406,557.78,167.259
NLA06608-2114,6.1,0.8,22.3,56.1,0,0,56.1,16.1,0.1,0,0,59.6,0,0,59.6,7.7,0.9,XI,0.32,3.630874535,0.127526278,28.47157929,-79.23033272,39.68531765,779.28,228.844
NLA06608-2117,1.3,1.1,18.6,3.1,1.6,2.3,7,29.1,15,0.8,0,0.7,0.6,0.2,1.5,1.6,5.9,XII,0.22,417.7394267,124.0832568,3.366605918,-81.62199477,28.62097337,19.85,46.29
NLA06608-2120,7.7,0,0.1,43.9,22.5,30.4,96.8,0.5,0.3,0,0,42.8,9.6,30.7,83.1,0,0,IX,0.25,5.281349662,0.138661616,38.0880435,-98.31569017,32.59300712,273.8,4.398
NLA06608-2123,2.5,0,8.8,0.3,0,16,16.3,66.9,1.9,15.8,0,0,0,24.5,24.5,8.2,0,VI,0.76,10.80109929,0.208673761,51.76069688,-97.1167168,44.32794024,536.68,21.602
NLA06608-2131,2.1,0,2.3,0.2,1,60.5,61.7,19,1.9,5.6,0,0.8,0.3,15.6,16.7,12.7,0,V,0.68,7.275707596,0.701921725,10.36541161,-99.10161914,45.89624924,593.51,30.206
NLA06608-2134,3.2,2.9,43.7,0,0,6.1,6.1,5.9,17.4,40.2,2,0,0,3.4,3.4,6.9,16.8,I,0.31,1.533418571,0.31811312,4.820356265,-122.7435687,45.89266323,4.11,1.627
NLA06608-2135,5.3,0,6.2,0.1,0,33.1,33.2,22.3,5.2,11.4,0,0,0,19.9,19.9,6.8,2.9,VI,2.69,7.27923032,1.454547605,5.004463446,-96.47788918,44.70838784,512.94,15.95
NLA06608-2152,10,0.2,6.1,38.7,1.3,0.6,40.6,50.3,0.7,5.1,2.7,36.9,0.4,0.5,37.8,1.4,1.8,XI,0.46,1634.913291,33.71814359,48.48764247,-93.32597024,37.85925631,256.6,7.912
NLA06608-2154,2.1,0,2.5,21.1,8.8,0,29.9,46.4,6.7,0,0,24,9.3,0,33.3,41.5,4.2,IX,0.42,1.431526716,0.230024261,6.223372742,-86.94775581,31.26784195,79.53,3.008
NLA06608-2155,17.7,0,20.2,7.1,0,0.4,7.5,18.5,34,15.1,0,0.6,0,0.4,1,1.2,36,VII,2.43,3.202875347,0.530291392,6.039840351,-85.02364851,41.627105,309.84,63.043
NLA06608-2162,10.2,0.4,5.6,59.8,0.4,0,60.2,4.1,18.3,0,0,33.7,0,0,33.7,0,15.1,XIV,1.02,5.180960239,0.569106241,9.10367848,-71.57318015,41.51134268,36.33,9.276
NLA06608-2170,2.8,0.1,2.7,0.6,22.1,63.3,86,2.3,0.6,0,0,0.9,3.8,47.9,52.6,4.4,0.3,V,1.85,8.157185989,0.83230665,9.800697843,-112.4310378,47.30587695,1388,362.855
NLA06608-2177,17,0,0,77.9,0,0,77.9,0,0,0,0,68.2,0,0.1,68.3,0,0.4,II,5.33,1.900714198,0.429723637,4.423108329,-114.7318229,48.671943,1109,0.317
NLA06608-2185,20.6,0,4.8,3.1,67.2,5.1,75.4,0,0,4.4,0,0,26,1.2,27.2,0.1,5,III,13.29,33.00645068,7.749357967,4.259249711,-119.5263528,38.66086617,1527.26,3.635
NLA06608-2187,20,0.5,9.2,58.7,6,4.1,68.8,18.6,1.2,0.7,0.6,61,1.3,1,63.3,0.3,2.8,XI,0.37,10930.84793,22.52647628,485.244465,-87.35441691,33.45373979,57.03,21.139
NLA06608-2193,1.5,0.8,9,55,0,0,55,0,22.5,4.7,0.4,52.5,0,0,52.5,0,20.6,II,0.55,1.268970348,0.176229454,7.200671166,-124.0354961,46.41950629,6.52,19.256
NLA06608-2196,3.3,0,0.5,93.7,1.2,1.2,96.1,0,0,0.8,0,80.6,0,2,82.6,0,0,IX,0.36,1.720534605,0.069282409,24.83364291,-86.46070725,39.29388434,212.34,1.635
NLA06608-2217,9.7,0.2,0.3,93.4,0.1,4.6,98.1,0,0,0,1.9,83.6,0,2.3,85.9,0,0,II,0.48,10.21157206,0.241384051,42.3042534,-111.0896969,34.4202345,2220,0.798
NLA06608-2219,3.6,0,12.1,21.2,0.1,1.7,23,43.2,7.2,31.1,0,8.2,0,1.9,10.1,18.7,4.7,VII,0.26,12.79125637,0.312586624,40.9206773,-86.40845658,41.29977616,229.81,19.757
NLA06608-2241,21.5,0,3.9,74.4,7,5.3,86.7,0,3.9,1.9,0,51,1.3,0.5,52.8,0,0.8,II,0.26,77.95820503,1.20369258,64.76587654,-117.3189991,48.15402125,682.11,3.614
NLA06608-2250,25,0,0.3,58.3,20.7,7.3,86.3,0,2,1.4,0,9.2,8.1,0.8,18.1,0,4.7,II,0.82,355.2589005,11.47602147,30.95662564,-110.6285367,44.3017541,2371.07,8.729
NLA06608-2253,1.7,0.3,8.3,23.1,0,0,23.1,65.7,1.9,1.1,0,30.8,0,0,30.8,41.6,17.8,XIV,0.03,49.91405092,0.249680197,199.9119334,-75.50048849,38.96688176,1.64,28.513
NLA06608-2257,7.4,0.5,8.1,73.2,9.2,2.6,85,0,4.2,1.5,1.5,73.4,0,0,73.4,0,6.7,II,0.8,7.420358985,0.071850018,103.2756733,-122.7843969,47.40930776,63.56,1.933
NLA06608-2266,21,10.3,0,0,21,51.3,72.3,0,0,0,9,0,27.7,46.3,74,0,0,IV,6.76,0.475539152,0.120427423,3.948761338,-106.7589307,44.18421481,1604.99,1.461
NLA06608-2267,7.6,0,7.5,6.4,4.3,1.2,11.9,61,18.3,1.2,0,10.5,1.7,0,12.2,4.1,49.2,VII,0.81,50.57172794,0.315038701,160.5254459,-85.30057505,41.51785892,286.48,19.051
NLA06608-2283,11.9,0,10.5,7.1,0.5,0.8,8.4,56.2,8.2,17.3,0,2.9,1.1,1.7,5.7,9.8,8.1,VII,0.8,11.8262588,1.940341279,6.094937488,-85.78969754,41.28362106,255.79,29.12
NLA06608-2305,14.3,0.1,0.1,75.9,7.4,1,84.3,0,7.2,0,0,35.5,9.3,0,44.8,0,23.7,II,3.33,3.659111596,0.39329509,9.303730682,-116.5279847,48.18443003,694.9,1.645
NLA06608-2322,12,0,0.5,27.6,68.9,2.3,98.8,0,0.1,0,0,15.6,64.9,1.9,82.4,0,0,III,1.05,44.41370719,0.259655162,171.0488128,-111.3273337,41.5055322,2108.82,12.653
NLA06608-2332,13.7,0,3.2,0.1,0,45.4,45.5,50.1,0.8,2,0,1.2,0,11.4,12.6,1.9,9.4,V,1.5,48622.0053,53.12029295,915.3188471,-99.30406582,40.03137931,593.39,34.757
NLA06608-2333,1.5,1.6,3.1,44.7,0,0,44.7,47.3,3.1,7.7,4.2,24.2,0,0,24.2,18.1,24.6,XIV,0.01,151.3689929,0.272760105,554.9528326,-75.54742044,38.64382658,1.55,8.597
NLA06608-2345,7.5,0,6.7,3,20.7,0.8,24.5,28.1,0,9.3,0.3,2.9,27.3,0.8,31,13.3,0.3,III,5.92,2.051613011,0.967004996,2.121615731,-110.9481455,39.34812677,1780,41.33
NLA06608-2354,14.5,0.9,71.9,17.4,0,0,17.4,0.9,1.7,56.3,0,2.7,0,0,2.7,0.9,3,XIV,1.19,3.314999754,0.216732829,15.29532821,-71.45889451,41.70544844,4.74,60.98
NLA06608-2372,5.2,0,0.4,85.8,12,1.1,98.9,0,0.1,2.3,0.2,17.7,41.2,2.1,61,0,0,III,0.63,173.2940355,1.051886371,164.7459652,-109.2028896,36.27424052,2142.7,3.138
NLA06608-2379,6.1,0,14.6,0,49.9,2.5,52.4,0,6,17.7,0,0,38.9,1.2,40.1,0,8,III,2.22,1.639132345,0.516410656,3.174086991,-105.7229345,41.24777405,2191.92,219.484
NLA06608-2418,1.4,0.9,32.8,34.7,1,0.8,36.5,8.2,17.1,7.8,0,21.7,0,0,21.7,5.4,35,XIV,0.04,14.15827252,0.63795436,22.19323733,-71.4790807,41.55977063,14.73,36.109
NLA06608-2426,1.4,0.9,0,1.1,6.7,64.2,72,20.8,1,0,0.8,8.2,17.1,28.7,54,0.8,4.4,V,0.58,12.19141421,0.681847673,17.87996747,-110.4842973,47.6347722,1019,1311.688
NLA06608-2429,23.8,0.2,0.5,83,15.4,0.1,98.5,0,0,0.9,1,18.8,38.5,0,57.3,0,0,III,0.56,121.5999044,1.134051769,107.2260612,-111.0606041,40.34377825,2342,0.55
NLA06608-2438,1.7,0.3,0.5,0,98.3,0.1,98.4,0,0.7,0,0,0,80.1,0.8,80.9,0,6.3,III,0.77,116.5648829,0.270548646,430.8462993,-119.5634013,42.06680514,1636.22,1.026
NLA06608-2450,10.5,7.2,4.2,49.8,1.9,13.1,64.8,0,2.6,1.9,0,66.2,0.9,0,67.1,0,0.2,II,1.43,6.059993966,0.144841823,41.83870267,-124.1790441,43.63164375,68.29,16.398
NLA06608-2453,6.1,0,0.9,0,97.8,0.1,97.9,0,0,0,0,0,75.3,0.4,75.7,0,0,III,0.65,25.82401856,0.476229714,54.22597079,-116.2369826,41.80418482,1639,2.748
NLA06608-2457,4.8,0,3.4,60.3,32.2,0.2,92.7,0,0.1,10.6,0,27.7,20.4,0.1,48.2,0,0.6,II,0.75,21.69796186,0.831015581,26.11017453,-113.0490711,37.43723737,2474,1.435
NLA06608-2463,25,4.1,1,54.1,37.2,0.1,91.4,0.7,0.1,0.9,3.6,1.9,35.3,0.4,37.6,5,0.7,III,0.4,2736.119686,13.31971192,205.4188336,-110.4849079,40.17547463,1741,14.774
NLA06608-2477,1.4,0.3,0.5,17.4,77.7,2.5,97.6,0.9,0.6,10.4,0,0,21.5,0,21.5,15.9,2.5,III,0.2,3981.23496,0.818522853,4863.926457,-115.2249025,37.56936135,1169.22,52.776
NLA06608-2481,5.6,0,0,66,33.3,0.1,99.4,0,0,0,0,21.1,57,0,78.1,0,0.9,II,0.39,10.24967634,0.05932808,172.7626503,-119.3927622,43.98862837,1391.89,0.517
NLA06608-2492,6.1,0,5.1,44.4,14.4,0.3,59.1,24.2,7.5,1.1,0,10.5,1.3,0.1,11.9,1.3,11,IX,0.14,3922.876465,124.5903176,31.48620648,-89.66897642,34.47617113,82.01,4.113
NLA06608-2497,1.2,0,1.6,83.6,8.2,4.5,96.3,1.2,0,0.8,0,26.9,9.6,10.8,47.3,10.8,1,II,0.07,41.15981467,0.544877937,75.53951422,-116.9701212,48.00821961,686,0.414
NLA06608-2507,12.2,0,9.1,2.8,0.5,1.5,4.8,84.9,0.2,38.7,0,4.4,0.2,4.8,9.4,6.9,3,VI,0.08,566.6760769,5.90627289,95.94478404,-86.05550077,40.07519519,254.81,27.015
NLA06608-2513,28.9,0.1,27.5,54.1,2.1,6.1,62.3,0.2,3.7,22.4,0.7,16.3,0.1,0,16.4,0,1.5,II,3.32,70.34114677,4.414867637,15.93278724,-122.5619208,47.13285576,72.65,3.692
NLA06608-2523,6.5,0,12.9,18.5,0,0,18.5,41.7,6.9,15.2,0,10.4,0,0,10.4,35.1,5.6,VII,0.91,1.371074828,0.259465024,5.28423757,-85.42886396,41.34688657,270.04,56.271
NLA06608-2524,10,0,8.2,3.2,0.1,0,3.3,60.7,8.7,6.8,0,7.2,0,0,7.2,13.1,11.3,X,1.21,60.33892053,11.15177547,5.410700807,-91.220466,31.95537014,18.58,2.358
NLA06608-2565,3.5,0.4,40.1,17.4,2.1,4.1,23.6,0,19.9,12.4,0.6,15,2.3,2.8,20.1,0,28.9,XII,0.81,3.138732442,0.638362894,4.916846627,-81.22725223,28.32320111,18.58,28.336
NLA06608-2566,0.5,4.7,33.4,12.7,0,1.6,14.3,4.1,19.6,13.9,0,6.5,0,1,7.5,3.1,18.9,XIV,0.09,3.18460357,0.692580455,4.598171298,-71.79479768,41.37985994,10.73,55.323
NLA06608-2593,4,0,41.6,0.6,1,1.9,3.5,11.9,13.3,20.4,0,0.3,0.5,1.8,2.6,0.5,16.7,XII,0.72,46.78866209,2.89813335,16.14441312,-81.70713268,28.09210404,38.73,29.142
NLA06608-2629,2.3,0,14.4,10.6,3.9,1.8,16.3,21.5,44,3.9,0,1.2,0,0.1,1.3,0,14,XII,0.17,6774.249474,35.65564896,189.9909179,-81.27307172,28.84218233,0.3,461.131
NLA06608-2634,3.5,0.2,0.6,7.3,65.5,22.5,95.3,0,0,3.8,0,14.7,60.8,0,75.5,0,0,II,0.3,6.932763856,0.15176703,45.68030261,-109.5249202,44.94116736,2911,0.05
NLA06608-2640,12.2,0,2,0.2,0,58.8,59,37.5,0.9,2.1,0,0,0,41.4,41.4,0.1,6.4,V,0.78,1722.327125,6.44459313,267.2514913,-100.7051997,40.36170146,787.34,7.094
NLA06608-2644,6.1,0.1,7.2,38,0,1.1,39.1,52.5,0.1,1,0,60.5,0,1.7,62.2,0.8,0,VI,0.71,437.7442552,0.794845161,550.728968,-85.24189644,39.07938034,278.59,35.218
NLA06608-2655,3,0,0.7,44.6,52.4,0.2,97.2,0.3,0.8,0,0,20.7,51.4,0,72.1,1.3,2.2,III,1.47,189.7585482,0.432853291,438.389986,-109.1845335,40.72496185,2184,4.018
NLA06608-2657,1.2,0,0.5,0,0,0.2,0.2,53,18.7,9,0,0.2,0,0.4,0.6,39.2,24.1,XII,0.23,0.865614029,0.300350793,2.882010133,-81.83272347,28.16663717,42.88,31.614
NLA06608-2663,1.3,0.2,5.2,1.9,6.6,1.6,10.1,79,4.9,0,2.7,7.4,1.1,0.5,9,6.4,55.5,X,0.17,77.36300716,0.300136771,257.7591773,-95.35917721,29.20565727,6.1,76.55
NLA06608-2673,6,3.4,0,72.8,6.5,15.8,95.1,0,0.1,0,0,79.8,0,0,79.8,0,0,II,0.56,8.744710811,0.127253208,68.71898122,-118.6850367,44.30658171,1915.02,0.144
NLA06608-2685,12.7,8.2,0.1,72.1,4.7,7.1,83.9,0,0.2,4.4,0.7,54.4,2.6,1.5,58.5,0,0,II,2.09,9.439426546,0.263500546,35.82317642,-110.9547924,40.68363702,2992.89,0.381
NLA06608-2696,4.6,0,89.6,2.9,0,3.4,6.3,2.2,0.2,21.2,0,13.8,0,8,21.8,0.4,3.5,V,0.08,258.4793174,4.271517693,60.51229,-96.71956089,32.8366626,139.59,24.172
NLA06608-2704,2.9,0.1,0,0,27.1,72.2,99.3,0,0.2,0,0,6.5,38.1,7.1,51.7,0,17.9,IV,1.18,114.868402,0.226660472,506.7862119,-100.1852787,35.8844838,690.11,54.157
NLA06608-2708,6.4,0,0.8,84.6,0,9.8,94.4,0.7,0,0,0,86.1,0,2.4,88.5,0,0,IX,0.39,1.611113693,0.108832819,14.80356484,-86.49533079,39.54217646,229.37,9.059
NLA06608-2714,7.7,0,0.1,64.3,14.6,20.3,99.2,0,0.3,0,1,8.3,35.5,8.9,52.7,1,0,II,2.48,306.2611714,0.302994639,1010.780826,-104.1093535,43.82780189,1333,11.187
NLA06608-2715,3,0,0.8,0,0.7,91.6,92.3,2.3,0.8,6,0,0,0,37.7,37.7,0.9,9.3,V,0.57,58.37250932,2.967030372,19.67371479,-103.61424,41.99075603,1274.69,10.908
NLA06608-2726,15.2,1.7,0,52.6,0,0,52.6,0,0,0,1.9,53.1,0.2,0,53.3,0,0,II,6.27,0.885842453,0.40866979,2.16762402,-121.7665432,43.71378677,1321.96,1.483
NLA06608-2740,11.2,0,3.7,0.7,0,73.8,74.5,10.6,0.3,2,0,1.9,0,43.7,45.6,0,0.7,V,0.83,106.8753248,11.17854691,9.560752901,-98.90220683,41.29419937,657.71,1.265
NLA06608-2753,15.5,0,34.7,24.4,3.7,11.6,39.7,4.3,0.5,25.9,0,22.4,3.5,0,25.9,0,0.5,III,4.22,2.495128678,0.496451791,5.025923409,-117.6889884,47.57068723,731.19,116.389
NLA06608-2759,1.8,0,0.5,15.3,76.2,7.2,98.7,0.6,0,30.3,0,2.1,18.2,24.4,44.7,0,0.3,IV,0.13,10877.16784,0.208752742,52105.50882,-98.68391282,30.75592819,300.97,15.995
NLA06608-2776,4.3,0,10.2,10,0,29.2,39.2,42.4,0,14.5,0,23.9,0,28.1,52,12.3,0,IX,0.47,1.24058263,0.119690457,10.36492517,-96.95936703,33.49584507,199.79,3.648
NLA06608-2779,13.1,0,8,15.5,0.1,0.1,15.7,69.2,4,17.8,0,7,0,1.2,8.2,0.3,19.5,VII,0.99,114.024943,1.195818466,95.3530542,-85.70517583,41.27976472,254.89,21.846
NLA06608-2797,4,0,0.1,66.9,31.1,0.9,98.9,0.7,0.2,1.4,1,0,74.9,0,74.9,6.2,4.4,III,0.24,885.1482757,0.235001718,3766.560871,-114.264347,37.90869352,1604,69.924
NLA06608-2800,8.8,2.2,0,0,7.5,46.4,53.9,0.1,2.6,0,2.8,0,9,30,39,0.1,3.5,V,4.05,12.47628387,6.174970922,2.020460343,-112.4771506,47.67808029,1332,0.85
NLA06608-2801,2.7,0,1.5,7.4,64.8,10.1,82.3,16,0,7.5,0,6.4,17.9,14,38.3,12.1,3.6,III,0.18,735.7145323,0.501937998,1465.747832,-112.689224,42.08566286,1401,118.391
NLA06608-2807,21.5,0.2,4,7.3,25.1,30.7,63.1,31.7,0.5,4.4,0,6.4,0,6.5,12.9,0.1,0.8,IX,0.91,64401.04031,57.64756134,1117.151165,-97.41861663,31.90669248,159.15,279.912
NLA06608-2823,6.5,0.1,2.9,58.1,22.9,0.2,81.2,0.8,8.1,1.7,0,23.3,9.3,0,32.6,2,6.4,IX,0.37,104.7495721,6.523208452,16.05798326,-92.74143447,31.29345058,30.12,4.921
NLA06608-2824,4.9,0.2,0.7,0.4,0,89,89.4,2.9,5.9,8.1,0,4.5,0,45.3,49.8,10.7,15.9,IV,0.05,1261.131625,0.505622725,2494.214683,-98.66083463,41.76461732,610.76,0.964
NLA06608-2831,13.5,0.4,11,63.2,3.3,3.1,69.6,16.6,0.7,6.4,1.5,15.1,2.8,2.7,20.6,13.8,4,XI,0.19,13683.53098,113.8434074,120.1960772,-85.7918613,34.14749294,171.92,9.063
NLA06608-2833,18.5,0,3.8,19.4,66.4,4.1,89.9,4.3,0,13.1,0.4,3,15.6,2.6,21.2,18.8,0,III,1.81,42.2399668,0.766525159,55.10578003,-120.164879,47.91880419,375.52,6.178
NLA06608-2874,35.1,0.3,1.7,35.9,18.9,34.8,89.6,6.5,1,2.5,0,13.3,6.4,17.9,37.6,0.9,0.3,V,3.76,43785.59101,14.85759315,2947.017768,-111.9632243,46.93083483,1091,13.337
NLA06608-2881,49.7,0.1,1.9,79.6,9.6,0.8,90,1.1,2.4,6.3,0,16.8,0.1,0.5,17.4,1,0.3,II,3.86,324.1716356,13.35841549,24.2672221,-114.388,48.45509278,913,0.418
NLA06608-2889,24,0.4,1.5,7.7,74.6,0.3,82.6,0.2,0.1,0.5,0.8,0,5.1,0,5.1,0.7,0.2,III,21.97,893.4307263,143.7842575,6.213689467,-118.7179736,38.70359768,1207.07,3621.155
NLA06608-2891,11.9,0,6,6.4,0.2,1,7.6,66.6,4,7.7,0,8.1,0.7,5.9,14.7,30.7,11.5,VII,1.36,1.61015812,0.253290775,6.356955242,-85.98525778,41.23224913,241.29,28.514
NLA06608-2916,4.6,0,5,72.8,0,0,72.8,11.3,0,12.6,0,43.4,0,0,43.4,20.8,0,IX,0.28,0.992052825,0.109151908,9.088735535,-87.11602237,38.21295517,179.9,2.231
NLA06608-2924,10,0.1,0.4,0.9,94.4,3,98.3,0.3,0.1,0,2.1,1.4,55.1,12.1,68.6,0,0,IV,2.05,67.18249555,0.567550829,118.3726498,-101.3181565,32.23706223,711.05,588.587
NLA06608-2954,2.4,0,2.5,0,84.3,3.8,88.1,7.7,0.4,3.3,0,0,48.5,0,48.5,4,10.7,III,0.51,18.47104583,0.191483149,96.46303566,-111.6037333,44.02361323,1536.82,2.906
NLA06608-2955,9.5,0.4,10.7,62.1,3.3,3.5,68.9,17.4,0.9,10.1,1.4,27.4,2.4,3.9,33.7,8.5,3.1,XI,0.08,20058.54033,103.6072355,193.6017329,-86.14384613,33.55680923,141.76,6.949
NLA06608-2972,1.7,0,0,0,0,83.7,83.7,0,0.5,0,0,0,0,40.1,40.1,0,2.6,IV,0.53,14.82634252,0.541210154,27.3947974,-100.649942,42.45325719,903.39,1.556
NLA06608-2987,2.3,0,35.9,32.5,0,24.1,56.6,2,0.7,33.3,0,32.5,0,5.5,38,0,2.4,VII,0.45,6.687955289,0.309276937,21.6244876,-86.36950208,41.67863226,218.76,12.919
